CLUES,TIPOURGENCIA,MOTATE,YEAR,count,TIPOURGENCIA_V,MOTATE_V
CLSSA000815,2.0,2.0,2016,325,URGENCIA NO CALIFICADA,MEDICA
CLSSA000815,2.0,3.0,2011,238,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,3.0,2012,254,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,3.0,2013,212,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,3.0,2014,277,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,3.0,2015,384,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,3.0,2016,293,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000815,2.0,4.0,2011,125,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000815,2.0,4.0,2012,79,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000815,2.0,4.0,2013,6,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000815,2.0,4.0,2014,71,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000815,2.0,4.0,2015,79,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000815,2.0,4.0,2016,104,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000914,-1.0,1.0,2009,1371,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,1.0,2.0,2009,1127,URGENCIA CALIFICADA,MEDICA
CLSSA000914,1.0,3.0,2009,104,URGENCIA CALIFICADA,QUIRURGICA
CLSSA000914,1.0,4.0,2009,1155,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,1.0,5.0,2009,183,URGENCIA CALIFICADA,PEDIATRICA
CLSSA000914,2.0,6.0,2009,4493,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA000914,3.0,7.0,2009,40,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
CLSSA000914,-1.0,9.0,2009,3,,NO ESPECIFICADO
CLSSA000914,1.0,1.0,2010,24,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,1.0,1.0,2011,149,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,1.0,1.0,2012,1712,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,1.0,1.0,2013,1233,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,1.0,2.0,2010,28,URGENCIA CALIFICADA,MEDICA
CLSSA000914,1.0,2.0,2011,119,URGENCIA CALIFICADA,MEDICA
CLSSA000914,1.0,2.0,2012,3703,URGENCIA CALIFICADA,MEDICA
CLSSA000914,1.0,2.0,2013,2268,URGENCIA CALIFICADA,MEDICA
CLSSA000914,1.0,3.0,2010,5,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,1.0,3.0,2011,113,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,1.0,3.0,2012,1709,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,1.0,3.0,2013,1198,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,1.0,4.0,2010,1,URGENCIA CALIFICADA,PEDIATRICA
CLSSA000914,1.0,4.0,2011,33,URGENCIA CALIFICADA,PEDIATRICA
CLSSA000914,1.0,4.0,2012,598,URGENCIA CALIFICADA,PEDIATRICA
CLSSA000914,1.0,4.0,2013,528,URGENCIA CALIFICADA,PEDIATRICA
CLSSA000914,2.0,1.0,2010,98,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,2.0,1.0,2011,885,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,2.0,1.0,2012,333,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,2.0,1.0,2013,492,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA000914,2.0,2.0,2010,346,URGENCIA NO CALIFICADA,MEDICA
CLSSA000914,2.0,2.0,2011,3689,URGENCIA NO CALIFICADA,MEDICA
CLSSA000914,2.0,2.0,2012,2643,URGENCIA NO CALIFICADA,MEDICA
CLSSA000914,2.0,2.0,2013,1737,URGENCIA NO CALIFICADA,MEDICA
CLSSA000914,2.0,3.0,2010,144,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,2.0,3.0,2011,1343,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,2.0,3.0,2012,670,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,2.0,3.0,2013,663,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA000914,2.0,4.0,2010,50,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000914,2.0,4.0,2011,180,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000914,2.0,4.0,2012,208,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000914,2.0,4.0,2013,356,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA000914,2.0,9.0,2011,7,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001042,1.0,1.0,2013,22,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001042,1.0,1.0,2014,55,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001042,1.0,2.0,2012,4,URGENCIA CALIFICADA,MEDICA
CLSSA001042,1.0,2.0,2013,22,URGENCIA CALIFICADA,MEDICA
CLSSA001042,1.0,2.0,2014,31,URGENCIA CALIFICADA,MEDICA
CLSSA001042,1.0,3.0,2014,4,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001042,1.0,4.0,2014,2,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001042,2.0,1.0,2012,2,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001042,2.0,1.0,2013,4,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001042,2.0,1.0,2014,31,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001042,2.0,2.0,2012,72,URGENCIA NO CALIFICADA,MEDICA
CLSSA001042,2.0,2.0,2013,100,URGENCIA NO CALIFICADA,MEDICA
CLSSA001042,2.0,2.0,2014,367,URGENCIA NO CALIFICADA,MEDICA
CLSSA001042,2.0,3.0,2013,1,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001042,2.0,3.0,2014,18,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001042,2.0,4.0,2013,1,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001124,-1.0,1.0,2009,16,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001124,1.0,2.0,2009,256,URGENCIA CALIFICADA,MEDICA
CLSSA001124,1.0,3.0,2009,46,URGENCIA CALIFICADA,QUIRURGICA
CLSSA001124,1.0,4.0,2009,1071,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001124,1.0,5.0,2009,4,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001124,2.0,6.0,2009,3290,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA001124,3.0,7.0,2009,2654,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
CLSSA001124,-1.0,9.0,2009,3527,,NO ESPECIFICADO
CLSSA001124,1.0,1.0,2010,13,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001124,1.0,2.0,2010,96,URGENCIA CALIFICADA,MEDICA
CLSSA001124,1.0,3.0,2010,76,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001124,1.0,9.0,2010,1,URGENCIA CALIFICADA,NO ESPECIFICADO
CLSSA001124,2.0,1.0,2010,156,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001124,2.0,2.0,2010,2968,URGENCIA NO CALIFICADA,MEDICA
CLSSA001124,2.0,3.0,2010,5043,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001124,2.0,4.0,2010,5,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001124,2.0,9.0,2010,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001136,-1.0,1.0,2009,202,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,2.0,2009,436,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,3.0,2009,217,URGENCIA CALIFICADA,QUIRURGICA
CLSSA001136,2.0,6.0,2009,569,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA001136,3.0,7.0,2009,1,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
CLSSA001136,-1.0,9.0,2009,36,,NO ESPECIFICADO
CLSSA001136,1.0,1.0,2010,421,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2011,92,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2012,166,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2013,102,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2014,167,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2015,106,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,1.0,2016,339,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,1.0,2.0,2010,5,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2011,14,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2012,3,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2013,7,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2014,12,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2015,5,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,2.0,2016,4,URGENCIA CALIFICADA,MEDICA
CLSSA001136,1.0,3.0,2012,1,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,1.0,3.0,2013,1,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,1.0,3.0,2014,1,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,1.0,3.0,2016,2,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,1.0,4.0,2010,458,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2011,185,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2012,213,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2013,370,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2014,394,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2015,296,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,4.0,2016,328,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001136,1.0,9.0,2013,3,URGENCIA CALIFICADA,NO ESPECIFICADO
CLSSA001136,1.0,9.0,2016,1,URGENCIA CALIFICADA,NO ESPECIFICADO
CLSSA001136,2.0,1.0,2010,18,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2011,16,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2012,128,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2013,256,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2014,346,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2015,492,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,1.0,2016,1111,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001136,2.0,2.0,2010,2,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2011,2,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2012,12,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2013,13,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2014,6,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2015,10,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,2.0,2016,7,URGENCIA NO CALIFICADA,MEDICA
CLSSA001136,2.0,3.0,2011,1,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,2.0,3.0,2013,3,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,2.0,3.0,2014,5,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,2.0,3.0,2015,3,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001136,2.0,4.0,2010,4424,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2011,5469,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2012,3386,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2013,2286,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2014,2699,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2015,2929,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,4.0,2016,2116,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001136,2.0,9.0,2011,8,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001136,2.0,9.0,2015,2,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001136,2.0,9.0,2016,9,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001141,1.0,2.0,2009,364,URGENCIA CALIFICADA,MEDICA
CLSSA001141,2.0,6.0,2009,37,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA001141,1.0,2.0,2010,476,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2011,459,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2012,454,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2013,492,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2014,588,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2015,639,URGENCIA CALIFICADA,MEDICA
CLSSA001141,1.0,2.0,2016,693,URGENCIA CALIFICADA,MEDICA
CLSSA001141,2.0,2.0,2010,2,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,1.0,1.0,2013,84,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,1.0,1.0,2014,183,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,1.0,1.0,2015,61,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,1.0,1.0,2016,89,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,1.0,2.0,2010,3,URGENCIA CALIFICADA,MEDICA
CLSSA001404,1.0,2.0,2013,420,URGENCIA CALIFICADA,MEDICA
CLSSA001404,1.0,2.0,2014,522,URGENCIA CALIFICADA,MEDICA
CLSSA001404,1.0,2.0,2015,159,URGENCIA CALIFICADA,MEDICA
CLSSA001404,1.0,2.0,2016,288,URGENCIA CALIFICADA,MEDICA
CLSSA001404,1.0,3.0,2011,1,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,1.0,3.0,2013,115,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,1.0,3.0,2014,129,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,1.0,3.0,2015,46,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,1.0,3.0,2016,56,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,1.0,4.0,2013,80,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001404,1.0,4.0,2014,77,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001404,1.0,4.0,2015,14,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001404,1.0,4.0,2016,37,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001404,1.0,9.0,2013,1,URGENCIA CALIFICADA,NO ESPECIFICADO
CLSSA001404,2.0,1.0,2013,30,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,2.0,1.0,2014,609,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,2.0,1.0,2015,568,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,2.0,1.0,2016,306,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001404,2.0,2.0,2010,17,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,2.0,2.0,2013,3133,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,2.0,2.0,2014,4422,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,2.0,2.0,2015,4033,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,2.0,2.0,2016,2761,URGENCIA NO CALIFICADA,MEDICA
CLSSA001404,2.0,3.0,2013,71,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,2.0,3.0,2014,545,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,2.0,3.0,2015,575,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,2.0,3.0,2016,389,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001404,2.0,4.0,2013,333,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001404,2.0,4.0,2014,1822,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001404,2.0,4.0,2015,1514,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001404,2.0,4.0,2016,843,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001404,2.0,9.0,2010,56,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001404,2.0,9.0,2011,5,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001404,2.0,9.0,2013,25,URGENCIA NO CALIFICADA,NO ESPECIFICADO
CLSSA001421,-1.0,1.0,2009,1131,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,1.0,2.0,2009,3084,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,3.0,2009,24,URGENCIA CALIFICADA,QUIRURGICA
CLSSA001421,1.0,4.0,2009,1139,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,1.0,5.0,2009,721,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001421,2.0,6.0,2009,8424,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA001421,3.0,7.0,2009,598,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
CLSSA001421,-1.0,9.0,2009,504,,NO ESPECIFICADO
CLSSA001421,1.0,1.0,2010,184,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,1.0,1.0,2011,137,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,1.0,1.0,2012,35,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,1.0,1.0,2014,1,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,1.0,2.0,2010,531,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,2.0,2011,762,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,2.0,2012,40,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,2.0,2013,2,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,2.0,2015,1,URGENCIA CALIFICADA,MEDICA
CLSSA001421,1.0,3.0,2010,140,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,1.0,3.0,2011,72,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,1.0,3.0,2012,7,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,1.0,4.0,2010,206,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001421,1.0,4.0,2011,120,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001421,1.0,4.0,2012,8,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001421,2.0,1.0,2010,1033,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2011,314,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2012,931,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2013,1071,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2014,1375,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2015,1862,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,1.0,2016,1431,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001421,2.0,2.0,2010,4305,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2011,3854,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2012,4206,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2013,4398,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2014,4590,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2015,4532,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,2.0,2016,4262,URGENCIA NO CALIFICADA,MEDICA
CLSSA001421,2.0,3.0,2010,1878,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2011,1343,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2012,1757,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2013,2013,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2014,2096,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2015,2344,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,3.0,2016,1501,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
CLSSA001421,2.0,4.0,2010,2946,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2011,1253,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2012,1362,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2013,1317,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2014,1541,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2015,1341,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001421,2.0,4.0,2016,1015,URGENCIA NO CALIFICADA,PEDIATRICA
CLSSA001614,-1.0,1.0,2009,1544,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001614,1.0,2.0,2009,25242,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,3.0,2009,188,URGENCIA CALIFICADA,QUIRURGICA
CLSSA001614,1.0,5.0,2009,822,URGENCIA CALIFICADA,PEDIATRICA
CLSSA001614,2.0,6.0,2009,3222,URGENCIA NO CALIFICADA,URGENCIA NO CALIFICADA
CLSSA001614,3.0,7.0,2009,3476,APOYO A SERVICIOS DE MEDICINA GENERAL,APOYO A SERVICIOS DE MEDICINA GENERAL
CLSSA001614,-1.0,9.0,2009,3201,,NO ESPECIFICADO
CLSSA001614,1.0,1.0,2010,3671,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001614,1.0,1.0,2011,153,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001614,1.0,2.0,2010,1648,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,2.0,2011,2928,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,2.0,2012,5835,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,2.0,2013,4730,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,2.0,2014,4309,URGENCIA CALIFICADA,MEDICA
CLSSA001614,1.0,2.0,2015,3792,URGENCIA CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2010,25538,URGENCIA NO CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2011,27941,URGENCIA NO CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2012,23418,URGENCIA NO CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2013,26692,URGENCIA NO CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2014,22894,URGENCIA NO CALIFICADA,MEDICA
CLSSA001614,2.0,2.0,2015,14665,URGENCIA NO CALIFICADA,MEDICA
CLSSA001841,-1.0,1.0,2009,19,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
CLSSA001841,1.0,2.0,2009,55,URGENCIA CALIFICADA,MEDICA
CLSSA001841,1.0,3.0,2009,8,URGENCIA CALIFICADA,QUIRURGICA
CLSSA001841,1.0,4.0,2009,3,URGENCIA CALIFICADA,GINECO-OBSTETRICA
CLSSA001841,1.0,5.0,2009,1,URGENCIA CALIFICADA,PEDIATRICA
