,CLUES,NOMBRE DE LA ENTIDAD,NOMBRE DEL MUNICIPIO,NOMBRE DE LA LOCALIDAD,NOMBRE DE LA JURISDICCION,CLAVE DE LA INSTITUCION,NOMBRE DE TIPOLOGIA,CONSULTORIOS DE MED GRAL,CONSULTORIOS EN OTRAS AREAS,TOTAL DE CONSULTORIOS,CAMAS EN AREA DE HOS,CAMAS EN OTRAS AREAS,TOTAL DE CAMAS,NOMBRE DE LA UNIDAD,OBSERVACIONES DE LA DIRECCION,CODIGO POSTAL,ESTATUS DE OPERACION,LONGITUD,LATITUD,NIVEL ATENCION
6780,DFSMP000283,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,12,0,12,10,0,10,SANATORIO SAN MIGUEL,"AV. REVOLUCIÓN 343, COL. TACUBAYA",99999.0,EN OPERACION,-99.1853660205652,19.39624552297216,SEGUNDO NIVEL
6781,DFSMP000295,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,4,0,4,5,0,5,SANATORIO DE JESÚS NUMERO SIETE A. C.,"SUCRE 148, COL. MODERNA",99999.0,EN OPERACION,-99.13271334959063,19.39343145654862,SEGUNDO NIVEL
6782,DFSMP000300,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,11,0,11,14,0,14,SANATORIO ADVENSTISTA,"AGRICULTURA 79 , COL. ESCANDON",99999.0,EN OPERACION,-99.17739849,19.40171273,SEGUNDO NIVEL
6783,DFSMP000312,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,SANATORIO CALTONGO,"AV NUEVO LEON NO 152-B, COL. SAN FRANCISCO CALTONGO",16090.0,EN OPERACION,-99.0952262,19.2610184,SEGUNDO NIVEL
6784,DFSMP000324,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,8,0,8,10,0,10,SANATORIO MÉDICO SANTA MARÍA TEPEPAN,"CAMINO REAL AL AJUSCO NO 514, COL. TEPEPAN",16020.0,EN OPERACION,-99.13918642793533,19.268452636951274,SEGUNDO NIVEL
6785,DFSMP000336,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,4,0,4,25,0,25,MEDICINA Y CIRUGÍA GABEL S.C.,"MAR DE HUDSON 9, COL. POPOTLA",99999.0,EN OPERACION,-99.1813707,19.4582352,SEGUNDO NIVEL
6786,DFSMP000341,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,4,0,4,11,0,11,SANATORIO MOISES LIRA,"BOSTON 98, COL. NOCHEBUENA",99999.0,EN OPERACION,-99.1800598,19.3801947,SEGUNDO NIVEL
6787,DFSMP000353,CIUDAD DE MEXICO,TLALPAN,TLALPAN,TLALPAN,SMP,NO ESPECIFICADO,1,0,1,2,0,2,CLÍNICA DE ESPECIALIDADES AJUSCO,"PEDRO ASCENCIO ALQUICIRA 4A, COL. PUEBLO DE SAN MIGUEL AJUSCO",14700.0,EN OPERACION,-99.20216915203127,19.221797043075682,SEGUNDO NIVEL
6788,DFSMP000365,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA DIVINA PROVIDENCIA,"EDO. DE CAMPECHE 60, COL. LA PROVIDENCIA",99999.0,EN OPERACION,-99.06521573,19.48248928,SEGUNDO NIVEL
6789,DFSMP000370,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA DEL CARMEN,"ORIENTE 237 NO 364, COL. AGRICOLA ORIENTAL",8500.0,EN OPERACION,-99.0760794142534,19.393952053549416,SEGUNDO NIVEL
6790,DFSMP000382,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,2,0,2,6,0,6,SERVICIOS MÉDICOS PROFECIONALES SAN JUDAS TADEO,"CALLE 24 NO 6, COL. EL RODEO",8510.0,EN OPERACION,-99.08580242193239,19.394052236975387,SEGUNDO NIVEL
6791,DFSMP000394,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA BIG,"LAGO HIELMAR 116, COL. ANAHUAC",99999.0,EN OPERACION,-99.19196827805536,19.44265896395305,SEGUNDO NIVEL
6792,DFSMP000406,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,CLÍNICA SANTA MARÍA,"AV. ROBERTO EZQUERRA PEAZA MZA 29 LT. 19, COL. PALMATITLA",7210.0,EN OPERACION,-99.1125,19.4822,SEGUNDO NIVEL
6793,DFSMP000411,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,29,0,29,HOSPITAL SANTIAGO APOSTOL,"JOAQUÍN PARDAVE 32, COL. JORGE NEGRETE",99999.0,EN OPERACION,-99.14223893,19.52663734,SEGUNDO NIVEL
6794,DFSMP000423,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,7,0,7,24,0,24,SANATORIO SANTA TERESA ZACATECAS S.A. DE C.V.,"ZACATECAS 124, COL. ROMA",99999.0,EN OPERACION,-99.15974358,19.41571231,SEGUNDO NIVEL
6795,DFSMP000435,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA SANATORIO LUZ,"AV. TECNOLOGICO 36, COL. DEL BOSQUE",99999.0,EN OPERACION,-99.1441185,19.546749,SEGUNDO NIVEL
6796,DFSMP000440,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,14,0,14,5,0,5,CENTRO DE SERVICIOS MÉDICOS MEXFAM,"TALARA 103, COL. TEPEYAC INSURGENTES",99999.0,EN OPERACION,-99.12177889144914,19.48468934666114,SEGUNDO NIVEL
6797,DFSMP000452,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,5,0,5,CLÍNICA DE ESPECIALIDADES DR. CORONA,"PUERTO COATZACOALCOS SUR 17, COL. HÉROES DE CHAPULTEPEC",99999.0,EN OPERACION,-99.0885292,19.4758122,SEGUNDO NIVEL
6798,DFSMP000464,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,5,0,5,CLÍNICA SANTA ROSA,"LIMA 905, COL. LINDAVISTA",99999.0,EN OPERACION,-99.12499217793084,19.495354359724814,SEGUNDO NIVEL
6799,DFSMP000476,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,8,0,8,11,0,11,COMITÉ DE SALUBRIDAD DE MIXCOAC  Y HOSPITAL SAN AGUSTIN,"JEREZ 52, COL. INSURGENTES MIXCOAC",99999.0,EN OPERACION,-99.1818702,19.3743054,SEGUNDO NIVEL
6800,DFSMP000481,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,SANATORIO SANTIAGO,"5 DE MAYO NO 18 BIS, COL. SANTIAGO TEPALCATLALPA",16200.0,EN OPERACION,-99.12606415344271,19.24980492006273,SEGUNDO NIVEL
6801,DFSMP000493,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,1,0,1,CLÍNICA DR. NAVARRO,"MARIANO SALAS 87, COL. MARTIN CARRERA",99999.0,EN OPERACION,-99.1103749,19.4896461,SEGUNDO NIVEL
6802,DFSMP000505,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,7,0,7,CLÍNICA MEDICA QUIRURGICA ARAGON,"AV. 519 NO. 48, COL. 1ERA SECCIÓN DE SAN JUAN DE ARAGÓN",99999.0,EN OPERACION,-99.0935437,19.4550013,SEGUNDO NIVEL
6803,DFSMP000510,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,SANATORIO SAN LORENZO,"ORIENTE 87 NO. 2702, COL. EMILIANO ZAPATA",99999.0,EN OPERACION,-99.1173507,19.4602724,SEGUNDO NIVEL
6804,DFSMP000522,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,12,0,12,47,0,47,CLÍNICA GUADALUPE TEPEYAC S.A. DE C.V.,"CALZADA TICOMAN 128, COL. LINDAVISTA",99999.0,EN OPERACION,-99.12116268,19.49296941,SEGUNDO NIVEL
6805,DFSMP000534,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,6,0,6,CLÍNICA MEDICA FATIMA,"AV. ING. EDUARDO MOLINA 1871, COL. NUEVA ATZACOALCO",99999.0,EN OPERACION,-99.0909665,19.4943914,SEGUNDO NIVEL
6806,DFSMP000546,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,5,0,5,8,0,8,HOSPITAL HIGINIO G. PEREZ,"PERALVILLO 75, COL. MORELOS",99999.0,EN OPERACION,-99.1321145,19.4492983,SEGUNDO NIVEL
6807,DFSMP000551,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,3,0,3,10,0,10,SANATORIO DR. JESÚS OROZCO COSSIO S.A. DE C.V.,"FORTUNA 15, COL. INSURGENTES TEPEYAC",99999.0,EN OPERACION,-99.1203471,19.4796224,SEGUNDO NIVEL
6808,DFSMP000563,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,5,0,5,5,0,5,CLÍNICA MEDICA DR. ORTEGA S.A. DE C.V.,"PUERTO MARQUES 68, COL. AMPLIACIÓN CASAS ALEMAN",99999.0,EN OPERACION,-99.0837301,19.4768903,SEGUNDO NIVEL
6809,DFSMP000575,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,6,0,6,15,0,15,CLÍNICA MÉDICA MARDAN SA DE CV,"JULIO GARCIA NO 14, COL. SAN MIGUEL IZTACALCO",8650.0,EN OPERACION,-99.1138364,19.3935559,SEGUNDO NIVEL
6810,DFSMP000580,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,2,0,2,10,0,10,SANATORIO SAN MARTIN DE PORRES,"LAGO BALSENA 129, COL. ANAHUAC",99999.0,EN OPERACION,-99.1867983,19.4460348,SEGUNDO NIVEL
6811,DFSMP000592,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,SANATORIIO DE JESÚS,"CAMINO DE LA UNIION 51, COL. CAMPESTRE ARAGÓN",99999.0,EN OPERACION,-99.0758629,19.4851494,SEGUNDO NIVEL
6812,DFSMP000604,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,SANATORIO SAN JUDAS TADEO,PONIENTE 116 NO 271 COL. CAPULTITLAN,7370.0,EN OPERACION,-99.13503302729623,19.47766596699956,SEGUNDO NIVEL
6813,DFSMP000616,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,UNIDAD MÉDICA LOZADA,"MONTIEL 29, COL. INSURGENTES TEPEYAC",99999.0,EN OPERACION,-99.12056856,19.48479917,SEGUNDO NIVEL
6814,DFSMP000621,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,16,0,16,17,0,17,HOSPITAL MARÍA JOSÉ,"COZUMEL 62, COL. ROMA",6700.0,EN OPERACION,-99.17062683,19.41799497,SEGUNDO NIVEL
6815,DFSMP000633,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,SANATORIO MATERNIDAD DELFINA RUIZ DE AGUIRRE,"PUERTO PROGRESO 69, COL. AMPLIACIÓN FERNANDO CASAS ALEMAN",99999.0,EN OPERACION,-99.0828473,19.47687,SEGUNDO NIVEL
6816,DFSMP000645,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,209,0,209,158,0,158,OPERADORAS HOSPITALES ANGELES S.A. DE C.V. SUCURSAL HOSPITAL METROPOLITANO,"TLACOTALPAN 59, COL. ROMA SUR",99999.0,EN OPERACION,-99.1667287,19.4067715,SEGUNDO NIVEL
6817,DFSMP000650,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,2,0,2,URGENCIAS MÉDICO QUIRURGICAS,"AV. EDUARDO MOLINA 4511, COL. NUEVA TENOCHTITLAN",99999.0,EN OPERACION,-99.10693,19.456881,SEGUNDO NIVEL
6818,DFSMP000662,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,4,0,4,60,0,60,HOSPITAL SAN ANGEL INN CHAPULTEPEC,"AV. CHAPULTEPEC 489, COL. JUÁREZ",99999.0,EN OPERACION,-99.1729932278394,19.421834943094,SEGUNDO NIVEL
6820,DFSMP000686,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA DE SERVICIOS MÉDICOS ESPECIALIZADOS S.A. DE C.V.,"NICOLAS SAN JUAN 351, COL. DEL VALLE",99999.0,EN OPERACION,-99.1609008,19.3970124,SEGUNDO NIVEL
6821,DFSMP000691,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,3,0,3,5,0,5,SANATORIO ROUGIER A.C.,"AV. REVOLUCIÓN 380, COL. SAN PEDRO DE LOS PINOS",99999.0,EN OPERACION,-99.1583,19.4017,SEGUNDO NIVEL
6822,DFSMP000703,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA DR. AGUILAR,"ORIENTE 157 NO.3736, COL. SALVADOR DIAZ MIRON",99999.0,EN OPERACION,-99.0962006,19.4877622,SEGUNDO NIVEL
6823,DFSMP000715,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,MARÍA CRISTINA URIBE,"ESTADO DE CAMPECHE 14, COL. PROVIDENCIA",99999.0,EN OPERACION,-99.065588,19.4808631,SEGUNDO NIVEL
6824,DFSMP000720,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,5,0,5,5,0,5,SANATORIO SAN FELIPE,"AV.551 NO.1, COL. UNIDAD ARAGÓN SEGUNDA SECCIÓN",99999.0,EN OPERACION,-99.0880661,19.4474068,SEGUNDO NIVEL
6825,DFSMP000732,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA SAN JOSÉ,"AV. DOLORES HIDALGO MZA. 187 LT 1, COL. SAN FELIPE DE JESÚS",99999.0,EN OPERACION,-99.0721765,19.4910201,SEGUNDO NIVEL
6826,DFSMP000744,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,12,0,12,SANATORIO DR. AVILA,"GUINEAS 64, COL. HÉROES DE CIERRO PRIETO",99999.0,EN OPERACION,-99.0975488,19.4515143,SEGUNDO NIVEL
6827,DFSMP000756,CIUDAD DE MEXICO,IZTACALCO,IZTACALCO,IZTACALCO,SMP,NO ESPECIFICADO,10,0,10,10,0,10,CENTRO MÉDICO DE ORIENTE,"SUR 101 NO. 305, COL. HÉROES DE CHURUBUSCO",99999.0,EN OPERACION,-99.12156297362344,19.360093681755615,SEGUNDO NIVEL
6828,DFSMP000761,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,3,0,3,SANATORIO CORAZÓN DE JESÚS,"EDUARDO MOLINA 843, COL. GERTRUDIS SANCHEZ",99999.0,EN OPERACION,-99.1069472,19.4569974,SEGUNDO NIVEL
6829,DFSMP000773,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,10,0,10,SANATORIO Y MATERNIDAD ELIHER S.A. DE C.V.,"ESPINELA 6309, COL. TRES ESTRELLAS",99999.0,EN OPERACION,-99.1094629,19.4713641,SEGUNDO NIVEL
6830,DFSMP000785,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,30,0,30,48,0,48,CLÍNICA MEDICA LONDRES,"LONDRES 32, COL. JUÁREZ",99999.0,EN OPERACION,-99.159266,19.427571,SEGUNDO NIVEL
6831,DFSMP000790,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,9,0,9,17,0,17,HOSPITAL JESÚS MÉDICO,"REPÚBLICA DE ECUADOR 24, COL. CENTRO",99999.0,EN OPERACION,-99.13786,19.4426869,SEGUNDO NIVEL
6832,DFSMP000802,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,1,0,1,CLÍNICA DE ESPECIALIDADES MÉDICAS,"AV. PERLILLAS 105, COL. PROGRESO NACIONAL",99999.0,EN OPERACION,-99.1598501,19.5180275,SEGUNDO NIVEL
6833,DFSMP000814,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,8,0,8,9,0,9,HOSPITAL MEDICA INTEGRAL S.A. DE C.V.,"MANAGUA 730, COL. LINDAVISTA",99999.0,EN OPERACION,-99.1318636,19.4924731,SEGUNDO NIVEL
6834,DFSMP000826,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,30,0,30,48,0,48,CLASE MEDICA S.A. DE C.V.,"LONDRES 38, COL. JUÁREZ",99999.0,EN OPERACION,-99.17276121675968,19.39998675210589,SEGUNDO NIVEL
6835,DFSMP000831,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LA MAGDALENA CONTRERAS,MAGDALENA CONTRERAS,SMP,NO ESPECIFICADO,4,0,4,20,0,20,SANATORIO MARÍA DE LOURDES,"ZARAGOZA 7, COL. SAN NICOLAS TOTOLAPAN",99999.0,EN OPERACION,-99.23422648108499,19.30052210476827,SEGUNDO NIVEL
6836,DFSMP000843,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,58,0,58,120,0,120,OPERADORA DE HOSPITALES ANGELES S.A. DE C.V. SUCURSAL MEXICO,"AGRARISMO 208, COL. ESCANDON",99999.0,EN OPERACION,-99.17276121675968,19.39998675210589,SEGUNDO NIVEL
6838,DFSMP000860,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,14,0,14,13,0,13,SANATORIO SAN FRANCISCO A.C.,"SAGREDO 7, COL. SAN JOSÉ INSURGENTES",99999.0,EN OPERACION,-99.18712294,19.37141499,SEGUNDO NIVEL
6839,DFSMP000872,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,5,0,5,2,0,2,CLÍNICA GRECIA S.A. DE C.V.,"DANIEL CABRERA 65, COL. PENSIL",99999.0,EN OPERACION,-99.19404316,19.44673806,SEGUNDO NIVEL
6840,DFSMP000884,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,SANATORIO SANTA BARBARA,"TAMAZULA 2447, COL. SAN FELIPE DE JESÚS",99999.0,EN OPERACION,-99.07536862886445,19.494726815195598,SEGUNDO NIVEL
6841,DFSMP000896,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,2,0,2,4,0,4,CLÍNICA MEDICA VIOLETA,"VIOLETA 169, COL. BARRIO XALTOCAN",99999.0,EN OPERACION,-99.10253940618531,19.256186384110606,SEGUNDO NIVEL
6842,DFSMP000901,CIUDAD DE MEXICO,MIGUEL HIDALGO,MIGUEL HIDALGO,MIGUEL HIDALGO,SMP,NO ESPECIFICADO,3,0,3,5,0,5,SANATORIO CEDILLO,"LAGO RADNA 11, COL. TACUBA",99999.0,EN OPERACION,-99.18909026776191,19.454637588547026,SEGUNDO NIVEL
6843,DFSMP000913,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,8,0,8,CLÍNICA CHIAPAS S.A. DE C.V.,"NORTE 86-A 6654, COL. SAN PEDRO EL CHICO",99999.0,EN OPERACION,-99.09653223,19.47292757,SEGUNDO NIVEL
6844,DFSMP000925,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,1,0,1,6,0,6,URGENCIA MÉDICO QUIRÚRGICAS RIVADENEYRA SA,"MOCTEZUMA 139, COL. SAN ANDRES AHUAYACAN",16810.0,EN OPERACION,-99.0868504,19.4419809,SEGUNDO NIVEL
6845,DFSMP000930,CIUDAD DE MEXICO,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,SMP,NO ESPECIFICADO,7,0,7,9,0,9,CENTRO DE NACIMIENTO NUEVA VIDA,"PINO NO 5 Y NICOLAS BRAVO, COL. BARRIO SAN JUAN",16090.0,EN OPERACION,-99.1070521,19.264931,SEGUNDO NIVEL
6847,DFSMP000954,CIUDAD DE MEXICO,IZTAPALAPA,IZTAPALAPA,IZTAPALAPA,SMP,NO ESPECIFICADO,1,0,1,5,0,5,CLÍNICA MÉDICA,"RICARDO FLORES MAGÓN MZ141 LT 1, COL. SAN MIGUEL TEOTONGO",9630.0,EN OPERACION,-98.99129612839715,19.350822732924563,SEGUNDO NIVEL
6848,DFSMP000966,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,4,0,4,4,0,4,CLÍNICA CTM VIRCHOW S.C.,"AV. FERNANDO AMILPA 125, COL. CTM ATZACOALCO",99999.0,EN OPERACION,-99.09820093310373,19.508108542322567,SEGUNDO NIVEL
6849,DFSMP000971,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,10,0,10,SANATORIO MONTEVIDEO,"MONTEVIDEO 452, COL. LINDAVISTA",99999.0,EN OPERACION,-99.1377648571779,19.49160514692665,SEGUNDO NIVEL
6850,DFSMP000983,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,1,0,1,4,0,4,CLÍNICA DEL DR. ARMANDO DIAZ RAMOS,"MONTEVIDEO 142, COL. LINDAVISTA",99999.0,EN OPERACION,-99.12640838420884,19.48797206428754,SEGUNDO NIVEL
6851,DFSMP000995,CIUDAD DE MEXICO,MILPA ALTA,VILLA MILPA ALTA,MILPA ALTA,SMP,NO ESPECIFICADO,3,0,3,3,0,3,HOSPITAL DE URGENCIAS EN PEDIATRIA Y MATERNIDAD DE JESÚS,"GENERAL ANAYA 54, COL. SAN PEDRO ACTOPAN",99999.0,EN OPERACION,-99.0515099,19.1991711,SEGUNDO NIVEL
6852,DFSMP001000,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,47,0,47,112,0,112,SERVICIO MÉDICO SOCIAL (HOSPITAL ANGELES CLÍNICA LONDRES),"DURANGO 50, COL. ROMA",99999.0,EN OPERACION,-99.15693540000001,19.4218002,SEGUNDO NIVEL
6853,DFSMP001012,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,4,0,4,10,0,10,MEDICA SPACE S.A. DE C.V.,"QUINTANAROO 49, COL. ROMA SUR",99999.0,EN OPERACION,-99.1654973,19.4053846,SEGUNDO NIVEL
6854,DFSMP001024,CIUDAD DE MEXICO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,GUSTAVO A. MADERO,SMP,NO ESPECIFICADO,2,0,2,3,0,3,MEDICA CENTENARIO,"AVENIDA CENTENARIO 2123, COL.  ATZACOALCO",99999.0,EN OPERACION,-99.0955477,19.4988352,SEGUNDO NIVEL
6855,DFSMP001036,CIUDAD DE MEXICO,CUAUHTÉMOC,CUAUHTEMOC,CUAUHTÉMOC,SMP,NO ESPECIFICADO,6,0,6,20,0,20,SANATORIO SAN HIPOLITO S.A. DE C.V.,"GUANAJUATO 94, COL. ROMA",99999.0,EN OPERACION,-99.1586614,19.4170158,SEGUNDO NIVEL
6856,DFSMP001041,CIUDAD DE MEXICO,BENITO JUÁREZ,BENITO JUAREZ,BENITO JUÁREZ,SMP,NO ESPECIFICADO,3,0,3,6,0,6,CLÍNICA DE ASISTENCIA MEDICA INTEGRAL S.A. DE C.V. (ASIMEDI),"AVENIDA CUAUHTÉMOC 1174 ENTRE PILARES Y MIGUEL LAURENT, COL. LETRAN VALLE",99999.0,EN OPERACION,-99.160167,19.3752586,SEGUNDO NIVEL
