CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,TOTAL DE CAMAS,TIPOURGENCIA,MOTATE,YEAR,count,TIPOURGENCIA_V,MOTATE_V
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,1.0,2013,6540,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,1.0,2014,5427,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,1.0,2015,6084,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,1.0,2016,4973,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2010,39,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2011,605,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2012,35,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2013,41,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2014,239,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,2.0,2016,88,URGENCIA CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,3.0,2011,1,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,3.0,2013,3,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2010,2529,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2011,2317,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2012,2856,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2013,3264,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2014,1721,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2015,2164,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,1.0,4.0,2016,1721,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2010,59,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2011,11,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2012,42,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2013,83,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2014,4,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2015,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,1.0,2016,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2010,45,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2011,89,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2012,38,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2013,54,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2014,69,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,2.0,2016,23,URGENCIA NO CALIFICADA,MEDICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,3.0,2011,17,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,3.0,2013,14,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,3.0,2016,1,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2010,19348,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2011,17263,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2012,19038,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2013,21039,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2014,20877,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2015,19882,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,4.0,2016,14317,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,9.0,2011,2,URGENCIA NO CALIFICADA,NO ESPECIFICADO
DFSSA001511,CIUDAD DE MEXICO,9,SSA,90,2.0,9.0,2013,2,URGENCIA NO CALIFICADA,NO ESPECIFICADO
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2011,21,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2012,61,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2013,29,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2014,56,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2015,46,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2016,63,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2011,2,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2012,8,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2013,13,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2014,79,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2015,71,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2016,40,URGENCIA CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,1.0,9.0,2012,1,URGENCIA CALIFICADA,NO ESPECIFICADO
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2011,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2012,6,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2013,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2014,11,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2015,26,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2016,19,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2011,1,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2012,21,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2013,3,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2014,166,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2015,147,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2016,124,URGENCIA NO CALIFICADA,MEDICA
DFSSA001523,CIUDAD DE MEXICO,9,SSA,22,2.0,9.0,2012,2,URGENCIA NO CALIFICADA,NO ESPECIFICADO
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2013,5,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2014,4,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,1.0,2015,2,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2013,201,URGENCIA CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2014,326,URGENCIA CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2015,65,URGENCIA CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,1.0,2.0,2016,3,URGENCIA CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2014,7,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,1.0,2015,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2013,343,URGENCIA NO CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2014,1188,URGENCIA NO CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2015,790,URGENCIA NO CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,2.0,2016,481,URGENCIA NO CALIFICADA,MEDICA
DFSSA001535,CIUDAD DE MEXICO,9,SSA,22,2.0,9.0,2013,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,-1.0,1.0,2009,5,,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2009,8526,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2009,18,URGENCIA CALIFICADA,QUIRURGICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,-1.0,9.0,2009,4,,NO ESPECIFICADO
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2011,350,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2012,225,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2013,4539,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2014,2008,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2015,1937,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,1.0,2016,2898,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2010,18858,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2011,8431,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2012,7000,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2013,10393,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2014,9403,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2015,3845,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,2.0,2016,6156,URGENCIA CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2011,7763,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2012,8556,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2013,14872,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2014,13457,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2015,12973,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,3.0,2016,16829,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,4.0,2011,61,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,4.0,2012,1,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,4.0,2013,3,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,1.0,4.0,2014,1,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2010,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2011,3,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2012,1,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2013,106,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2014,35,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2015,21,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,1.0,2016,29,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2010,781,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2011,6363,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2012,7014,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2013,12111,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2014,23181,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2015,28215,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,2.0,2016,30949,URGENCIA NO CALIFICADA,MEDICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2010,1507,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2011,41,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2012,21,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2013,1822,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2014,883,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2015,142,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,3.0,2016,146,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,4.0,2011,30,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,4.0,2015,1,URGENCIA NO CALIFICADA,PEDIATRICA
DFSSA001540,CIUDAD DE MEXICO,9,SSA,210,2.0,9.0,2012,1,URGENCIA NO CALIFICADA,NO ESPECIFICADO
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2010,122,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2011,122,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2012,344,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2013,414,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2014,133,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2015,73,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,1.0,2016,99,URGENCIA CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2010,392,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2011,516,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2012,463,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2013,463,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2014,482,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2015,113,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,2.0,2016,50,URGENCIA CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2010,294,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2011,71,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2012,1488,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2013,1689,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2014,2320,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2015,1081,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,3.0,2016,1856,URGENCIA CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2010,53,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2011,160,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2012,248,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2013,194,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2014,138,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2015,15,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,4.0,2016,7,URGENCIA CALIFICADA,PEDIATRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,9.0,2012,24,URGENCIA CALIFICADA,NO ESPECIFICADO
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,9.0,2013,25,URGENCIA CALIFICADA,NO ESPECIFICADO
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,1.0,9.0,2014,1,URGENCIA CALIFICADA,NO ESPECIFICADO
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2010,184,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2011,534,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2012,621,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2013,412,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2014,341,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2015,29,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,1.0,2016,196,URGENCIA NO CALIFICADA,"ACCIDENTES, ENVENENAMIENTO Y VIOLENCIAS"
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2010,2094,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2011,3468,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2012,3684,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2013,2779,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2014,2698,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2015,1193,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,2.0,2016,1272,URGENCIA NO CALIFICADA,MEDICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,3.0,2010,3047,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,3.0,2011,4738,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,3.0,2012,3794,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,3.0,2013,5266,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
DFSSA001926,CIUDAD DE MEXICO,9,SSA,39,2.0,3.0,2014,5001,URGENCIA NO CALIFICADA,GINECO-OBSTETRICA
